cui,cui_name,class_type,hpo,hpo_name
C0158162,Hemarthrosis of hand,Concept,,
C0007194,Hypertrophic Cardiomyopathy,Concept,HP:0001639,Hypertrophic cardiomyopathy
C0158167,Hemarthrosis of multiple sites,Concept,,
C0149654,Conduct Disorder,Concept,,
C0271355,Abducens Nerve Diseases,Concept,HP:0006897,Cranial nerve VI palsy
C2004376,Other tenosynovitis of hand and wrist,Concept,,
C0154860,Hereditary retinal dystrophy,Concept,,
C0406089,Cellulitis and abscess of foot excluding toe,Concept,,
C0154862,retinal dystrophy in other systemic disorders and syndromes,Concept,,
C0154865,Dystrophies primarily involving the retinal pigment epithelium,Concept,,
C0266572,Congenital anomaly of eyelid,Concept,,
C0020598,Hypocalcemia,Concept,HP:0002901,Hypocalcemia
C1399001,Period of rapid growth in childhood,Concept,,
C0011346,Dental Deposits,Concept,,
C0010692,Cystitis,Concept,HP:0100577,Urinary bladder inflammation
C0161569,Poisoning by halothane,Concept,,
C0161565,Poisoning by other sedatives and hypnotics,Concept,,
C0262050,"Poisoning by other and unspecified solid and liquid substances, undetermined whether accidentally or purposely inflicted",Concept,,
C0877308,Neonatal tachycardia,Concept,,
C0262057,"Poisoning by other carbon monoxide, undetermined whether accidentally or purposely inflicted",Concept,,
C0262058,"Poisoning by other specified gases and vapors, undetermined whether accidentally or purposely inflicted",Concept,,
C0042370,Vascular abnormality of conjunctiva,Concept,,
C0869296,"Other joint derangement, NEC, involving shoulder region in MTHICD9_2014",Concept,,
C0042374,Male genital organ vascular diseases,Concept,,
C0152427,Polydactyly,Concept,HP:0010442,Polydactyly
C2215175,,,,
C0152424,Common ventricle,Concept,HP:0001750,Single ventricle
C0152423,Congenital small ears,Concept,HP:0008551,Microtia
C0152422,Congenital aphakia,Concept,,
C0395861,Acute suppurative otitis media without spontaneous rupture of ear drum,Concept,,
C0395862,Acute suppurative otitis media with spontaneous rupture of ear drum,Concept,,
C0395863,Acute mucoid otitis media,Concept,,
C0260743,Fitting and adjustment of other specified prosthetic device,Concept,,
C0455988,"Hydrops Fetalis, Non-Immune",Concept,HP:0001790,Nonimmune hydrops fetalis
C0478095,Other specified congenital malformations,Concept,,
C0348712,Other disorders of lung,Concept,,
C0478090,Other specified congenital malformations of integument,Concept,,
C2911181,Long-term current use of antibiotic,Concept,,
C2911180,Long term (current) use of non-steroidal anti-inflammatories (NSAID),Concept,,
C0348719,Other dental caries,Concept,,
C0021313,Infection of kidney,Concept,,
C0859825,Noxious influences affecting fetus or newborn transmitted via placenta or breast milk,Concept,,
C0161381,Burn any degree involving 90 percent OR more of body surface,Concept,,
C0026691,Mucocutaneous Lymph Node Syndrome,Concept,,
C0014848,Esophageal Achalasia,Concept,HP:0002571,Achalasia
C2911231,,,,
C0014591,Epistaxis,Concept,HP:0000421,Epistaxis
C0155413,Non-suppurative otitis media with eustachian tube disorders,Concept,,
C0156258,Other disorders of kidney and ureter,Concept,,
C0156259,Hypertrophy of kidney,Concept,,
C0155142,"Serous conjunctivitis, except viral",Concept,,
C0156251,Acute pyelonephritis without lesion of renal medullary necrosis,Concept,,
C0156253,Renal and perinephric abscess,Concept,,
C0156255,"Other pyelonephritis or pyonephrosis, not specified as acute or chronic",Concept,,
C0156256,Pyelitis or pyelonephritis in diseases classified elsewhere,Concept,,
C0156257,Calculus of kidney and ureter,Concept,,
C0157073,"Hereditary disease in family possibly affecting fetus, affecting management of mother, unspecified as to episode of care in pregnancy",Concept,,
C0017168,Gastroesophageal reflux disease,Concept,HP:0002020,Gastroesophageal reflux
C0154412,Severe recurrent major depression without psychotic features,Concept,,
C0344553,Specified optic disc anomalies,Concept,,
C0267092,Esophageal varices without bleeding,Concept,,
C0274089,Burn of hand,Concept,,
C0029412,"Osteoarthropathy, Secondary Hypertrophic",Concept,,
C0375579,Nonspecific serologic evidence of human immunodeficiency virus (HIV),Concept,,
C0490030,Closed surgical procedure converted to open procedure,Concept,,
C0027127,Myotonia Congenita,Concept,,
C0375572,"Abdominal rigidity, other specified site",Concept,,
C0375574,"Abdominal tenderness, other specified site",Concept,,
C0375575,Abnormal arterial blood gas,Concept,,
C0375576,Abnormal coagulation profile,Concept,,
C0085273,Erythema Infectiosum,Concept,,
C0011640,Dermatophytosis of scalp or beard,Concept,,
C0160830,"Abrasion or friction burn of trunk, without mention of infection",Concept,,
C0160837,"Superficial foreign body (splinter) of trunk, without major open wound, infected",Concept,,
C0261888,"Other cathartics, including intestinal atonia drugs, causing adverse effects in therapeutic use",Concept,,
C0261889,Adverse reaction to digestant,Concept,,
C0261738,Accident caused by other hot substance or object,Concept,,
C0261739,Accident caused by unspecified hot substance or object,Concept,,
C0261880,Other antihypertensive agents causing adverse effects in therapeutic use,Concept,,
C0261737,"Accident caused by hot liquid and vapor, including steam",Concept,,
C0006107,Brain Concussion,Concept,,
C0868752,"Muscular wasting and disuse atrophy, not elsewhere classified in ICD9CM",Concept,,
C0154678,Other extrapyramidal diseases and abnormal movement disorders,Concept,,
C0413252,Hypothermia due to exposure,Concept,,
C0154671,Degenerative brain disorder,Concept,HP:0007313,Cerebral degeneration
C0159150,"Closed fracture of vault of skull with cerebral laceration and contusion, unspecified state of consciousness",Concept,,
C0152634,Isolated tracheal or bronchial tuberculosis,Concept,,
C0159159,"Closed fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage, unspecified state of consciousness",Concept,,
C0012739,Disseminated Intravascular Coagulation,Concept,HP:0005521,Disseminated intravascular coagulation
C0481222,"Unintentional cut, puncture, perforation or haemorrhage during surgical and medical care",Concept,,
C0024225,Lymphangitis,Concept,,
C0024221,Lymphangioma,Concept,HP:0100764,Lymphangioma
C0036363,Schizotypal Personality Disorder,Concept,,
C0339670,Disorder of refraction AND/OR accommodation,Concept,,
C3161370,Other and unspecified malignant neoplasm of other specified sites of skin,Concept,,
C0024591,Malignant hyperpyrexia due to anesthesia,Concept,HP:0002047,Malignant hyperthermia
C3161375,"Hemorrhagic disorder due to intrinsic circulating anticoagulants, antibodies, or inhibitors",Concept,,
C0155818,Other acute upper respiratory infections of multiple sites,Concept,,
C0155817,Acute laryngopharyngitis,Concept,,
C0155816,Acute upper respiratory infection of multiple or unspecified sites,Concept,,
C0158391,,,,
C0158396,Unspecified osteomyelitis involving ankle and foot,Concept,,
C0158395,Unspecified osteomyelitis involving lower leg,Concept,,
C0158394,,,,
C0375818,General counseling on initiation of other contraceptive measures,Concept,,
C0004269,Child attention deficit disorder,Concept,,
C0152097,Disease of diaphragm,Concept,,
C0375810,Other psychological trauma,Concept,,
C0375817,General counseling on prescription of oral contraceptives,Concept,,
C0152093,Hypermobility syndrome,Concept,,
C0152091,Osteochondropathy,Concept,,
C0038355,Stomach Diverticulum,Concept,HP:0100808,Gastric diverticulum
C1720771,Testicular Hydrocele,Concept,HP:0100673,Vaginal hydrocele
C0024517,Single major depressive episode,Concept,,
C0153943,Benign neoplasm of stomach,Concept,,
C0153942,Benign neoplasm of esophagus,Concept,,
C0156137,Other ventral hernia with obstruction,Concept,,
C0153945,Benign neoplasm of rectum and anal canal,Concept,,
C0153944,Benign neoplasm of small intestine,Concept,,
C1318512,Injury of esophagus without open wound into thoracic cavity,Concept,,
C0156139,"Hernia of other specified sites, with obstruction",Concept,,
C0155729,Other ill-defined cerebrovascular disease,Concept,,
C0155728,Other specified transient cerebral ischemias,Concept,,
C0159844,"Fracture of lower end of femur, unspecified part, open",Concept,,
C0159840,"Closed fracture of femur, lower epiphysis",Concept,,
C0159842,Other closed fracture of lower end of femur,Concept,,
C0477573,Other deformities of toe(s) (acquired),Concept,,
C0477572,Other hammer toe(s) (acquired),Concept,,
C0156399,Other specified noninflammatory disorders of vulva and perineum,Concept,,
C0156394,Hypertrophy of clitoris,Concept,HP:0008665,Clitoral hypertrophy
C0019081,Hemorrhage of rectum and anus,Concept,,
C0019080,Hemorrhage,Concept,,
C0019087,Hemorrhagic Disorders,Concept,,
C0432873,"Abrasion and/or friction burn of foot and/or toe, infected",Concept,,
C0002902,Anencephaly,Concept,HP:0002323,Anencephaly
C0259800,Purulent endophthalmitis,Concept,,
C0014457,Eosinophilia,Concept,HP:0001880,Eosinophilia
C0161719,"Toxic effect of other specified gases, fumes, or vapors",Concept,,
C0018681,Headache,Concept,HP:0002315,Headache
C0159718,Other and unspecified closed fractures of proximal end of radius (alone),Concept,,
C0013456,Earache,Concept,HP:0030766,Ear pain
C0159715,Other and unspecified closed fractures of proximal end of ulna (alone),Concept,,
C0159716,Closed fracture of head of radius,Concept,,
C0159717,Closed fracture of neck of radius,Concept,,
C0159713,Closed fracture of olecranon process of ulna,Concept,,
C1719639,"Excessive crying of child, adolescent or adult",Concept,,
C1719633,Other neonatal endocrine and metabolic disturbances,Concept,,
C0264049,Chronic osteomyelitis of ankle and/or foot,Concept,,
C2937264,Noninfectious secondary iridocyclitis,Concept,,
C0017377,Genetic anomaly of leukocyte,Concept,,
C0016429,Follicular cyst of ovary,Concept,,
C0595983,Deficiency of saccadic eye movements,Concept,,
C1963710,"Antidotes and chelating agents, not elsewhere classified, causing adverse effects in therapeutic use in ICD9CM",Concept,,
C0029759,"Other specified anomalies of muscle, tendon, fascia, and connective tissue",Concept,,
C0029752,Other specified causes of urethral stricture,Concept,,
C0029753,Other specified cerebral degenerations in childhood,Concept,,
C0374995,"Other specified bacterial infections in conditions classified elsewhere and of unspecified site, other anaerobes",Concept,,
C0374997,Helicobacter pylori (H. pylori) infection in conditions classified elsewhere and of unspecified site,Concept,,
C0374996,"Other specified bacterial infections in conditions classified elsewhere and of unspecified site, other gram-negative organisms",Concept,,
C0374991,"Staphylococcus infection in conditions classified elsewhere and of unspecified site, other staphylococcus",Concept,,
C0374990,Methicillin susceptible Staphylococcus aureus in conditions classified elsewhere and of unspecified site,Concept,,
C0025958,Microcephaly,Concept,,
C0374992,Mycoplasma infection in conditions classified elsewhere and of unspecified site,Concept,,
C0869095,"Congenital malformation of face and neck, unspecified",Concept,,
C0271371,Total Third-Nerve Palsy,Concept,,
C0271370,Partial Third-Nerve Palsy,Concept,,
C0271375,Fourth cranial nerve paresis,Concept,HP:0007011,Fourth cranial nerve palsy
C0175999,Post-inflammatory pulmonary fibrosis,Concept,,
C0154805,Other disorders of globe,Concept,,
C0154804,Intraocular foreign body in other or multiple sites,Concept,,
C0037773,"Spastic Paraplegia, Hereditary",Concept,,
C0154809,Partial recent retinal detachment with single defect,Concept,,
C0154808,Retinal detachment with retinal defect,Concept,,
C0155219,Vascular anomaly of eyelid,Concept,,
C0332815,Nonvenomous insect bite,Concept,,
C1456428,Unspecified persistent mental disorders due to conditions classified elsewhere,Concept,,
C1455903,nonspecific abnormal findings on neonatal screening,Concept,,
C1455902,"Other and nonspecific abnormal cytological, histological, immunological and DNA test findings",Concept,,
C1455907,,,,
C0158298,Other and unspecified back disorders,Concept,,
C0265609,Accessory carpal bone,Concept,HP:0004232,Accessory carpal bones
C0347620,Traumatic pneumothorax without open wound into thorax,Concept,,
C0347623,Traumatic pneumohemothorax with open wound into thorax,Concept,,
C0018798,Congenital Heart Defects,Concept,HP:0001627,Abnormal heart morphology
C0473485,Maternal distress,Concept,,
C0015190,Euthyroid Sick Syndromes,Concept,,
C0161543,Poisoning by other opiates and related narcotics,Concept,,
C0161549,Poisoning by other specified analgesics and antipyretics,Concept,,
C0262075,"Falling from residential premises, undetermined whether accidentally or purposely inflicted",Concept,,
C0478874,Other fall from one level to another causing accidental injury,Concept,,
C0273236,Multiple open wounds without complication,Concept,,
C0868777,Persistent disorder of initiating or maintaining sleep,Concept,,
C0262078,"Falling from unspecified site, undetermined whether accidentally or purposely inflicted",Concept,,
C0435271,Closed fracture of base of skull without intracranial injury,Concept,,
C0340283,"Other acute and subacute forms of ischemic heart disease, other",Concept,,
C0395842,Acquired stenosis of external ear canal secondary to inflammation,Concept,,
C0395841,Acquired stenosis of external ear canal secondary to surgery,Concept,,
C0395849,Chronic tympanitis,Concept,,
C1719407,Localization-related (focal) (partial) epilepsy and epileptic syndromes with simple partial seizures,Concept,,
C1719405,Localization-related (focal) (partial) epilepsy and epileptic syndromes with complex partial seizures,Concept,,
C0004691,Balanoposthitis,Concept,,
C1719409,Other forms of epilepsy and recurrent seizures,Concept,,
C0348737,Other ulcerative colitis,Concept,,
C0348731,Other specified diseases of stomach and duodenum,Concept,,
C0156098,Other and unspecified diseases of appendix,Concept,,
C0033075,Presbyopia,Concept,,
C0156092,Acute appendicitis with generalized peritonitis,Concept,,
C0156093,Acute appendicitis with peritoneal abscess (disorder),Concept,,
C0156094,Acute appendicitis without mention of peritonitis,Concept,,
C0156095,Other appendicitis,Concept,,
C0161815,Central nervous system complication,Concept,,
C0014866,Esophageal Stenosis,Concept,HP:0002043,Esophageal stricture
C0014860,Esophageal Perforation,Concept,,
