cui,cui_name,curated_name,hpo,hpo_name,hpo_prob
C0271635,Diabetes mellitus without complication,diabetes mellitus ,HP:0000819,Diabetes mellitus,0.9955316781997681
C0260360,Carrier or suspected carrier of other specified infectious organism,carrier or suspected carrier of  specified infectious organism,HP:0002719,Recurrent infections,0.780312716960907
C0158209,other symptoms referable to hand joint, symptoms referable to hand joint,HP:0001155,Abnormality of the hand,0.5564494729042053
C0158208,"Other symptoms referable to joint, forearm"," symptoms referable to joint, forearm",,,1.0
C0158201,"Stiffness of joint, NEC, involving lower leg in MTHICD9_2014","stiffness of joint, nec, involving lower leg in mthicd9_2014",,,1.0
C0085762,Alcohol abuse,alcohol abuse,HP:0000708,Behavioral abnormality,0.880354106426239
C0158203,"Stiffness of joint, NEC, involving other specified sites in ICD9CM","stiffness of joint, nec, involving  specified sites in icd9cm",,,1.0
C0029630,Other heart block, heart block,HP:0012722,Heart block,0.9822474122047424
C0158204,"Stiffness of joint, NEC, involving multiple sites in MTHICD9_2014","stiffness of joint, nec, involving multiple sites in mthicd9_2014",,,1.0
C0158207,"Other symptoms referable to joint, upper arm"," symptoms referable to joint, upper arm",,,1.0
C0158206,"Other symptoms referable to joint, shoulder region"," symptoms referable to joint, shoulder region",HP:0000765,Abnormality of the thorax,0.6677617430686951
C0025874,Metrorrhagia,,HP:0100608,Metrorrhagia,1.0
C0039070,Syncope,,HP:0001279,Syncope,1.0
C0271454,Chronic purulent otitis media,chronic purulent otitis media,HP:0000389,Chronic otitis media,0.8976461291313171
C2004477,Disorders of optic chiasm associated with other neoplasms,disorders of optic chiasm associated ,HP:0004329,Abnormality of the posterior segment of the globe,0.6379949450492859
C0037054,Sickle Cell Trait,sickle cell trait,HP:0001877,Abnormality of erythrocytes,0.7856950759887695
C0338502,Hypoplasia of the optic nerve,,HP:0000609,Optic nerve hypoplasia,1.0
C0007859,Neck Pain,,HP:0030833,Neck pain,1.0
C0020617,Hypoglycemic coma,,HP:0001325,Hypoglycemic coma,1.0
C0020615,Hypoglycemia,,HP:0001943,Hypoglycemia,1.0
C0261559,Mechanical failure of instrument or apparatus during heart catheterization,mechanical failure of instrument or apparatus during heart catheterization,,,1.0
C0375189,"Undersocialized conduct disorder, aggressive type, unspecified","undersocialized oppositional defiant disorder, aggressive type, ",,,1.0
C0261555,Mechanical failure of instrument or apparatus during infusion and transfusion,mechanical failure of instrument or apparatus during infusion and transfusion,,,1.0
C0261556,Mechanical failure of instrument or apparatus during kidney dialysis and other perfusion,mechanical failure of instrument or apparatus during kidney dialysis and  perfusion,,,1.0
C0476271,Symptoms involving respiratory system and other chest symptoms,symptoms involving respiratory system and  chest symptoms,,,1.0
C0155891,Air-conditioner and humidifier lung,air-conditioner and humidifier lung,,,1.0
C0158210,"Other symptoms referable to joint, pelvic region and thigh"," symptoms referable to joint, pelvic region and thigh",,,1.0
C0155371,Aphakia and other disorders of lens,aphakia and  disorders of lens,HP:0000517,Abnormality of the lens,0.7594194412231445
C0273175,Liver moderate laceration without mention of open wound into cavity,liver moderate laceration ,,,1.0
C0154418,"Bipolar I disorder, most recent episode (or current) manic, moderate","bipolar disorder,  moderate",HP:0007302,Bipolar affective disorder,0.8857470154762268
C0154419,"Bipolar I disorder, most recent episode (or current) manic, severe, without mention of psychotic behavior","bipolar disorder,  severe, ",HP:0007302,Bipolar affective disorder,0.9839460253715515
C0154410,Mild recurrent major depression,mild recurrent major depression,,,1.0
C0154411,Moderate recurrent major depression,moderate recurrent major depression,,,1.0
C0154940,Open angle with borderline glaucoma findings,open angle ,,,1.0
C0154413,Severe recurrent major depression with psychotic features,severe recurrent major depression ,,,1.0
C0154417,"Bipolar I disorder, most recent episode (or current) manic, mild","bipolar disorder,  mild",HP:0007302,Bipolar affective disorder,0.7459638118743896
C0273531,Injury to unspecified nerve of pelvic girdle and lower limb,injury to  nerve of pelvic girdle and lower limb,,,1.0
C0015230,Exanthema,,HP:0000988,Skin rash,1.0
C0015231,Exanthema Subitum,exanthema subitum,HP:0000988,Skin rash,0.9739658236503601
C0041876,Unspecified psychophysiological malfunction, psychophysiological malfunction,,,1.0
C0010261,Cracked Tooth Syndrome,cracked tooth syndrome,HP:0000164,Abnormality of the teeth,0.7087192535400391
C0010263,Limb Cramp,limb cramp,HP:0012638,Abnormality of nervous system physiology,0.9640402793884277
C0010266,Cranial nerve diseases,cranial nerve diseases,HP:0001291,Abnormality of the cranial nerves,0.9905170798301697
C0340419,Other primary cardiomyopathies, primary cardiomyopathies,HP:0001627,Abnormal heart morphology,0.5989637970924377
C0021567,"Insect bite, nonvenomous, of other, multiple, and unspecified sites, without mention of infection","insect bite, nonvenomous, of , multiple, and  sites, ",HP:0003781,Excessive salivation,0.5931792855262756
C0002983,Angioid streaks of choroid,angioid streaks of choroid,HP:0001102,Angioid streaks of the retina,0.9997904896736145
C0036093,Salivary Gland Diseases,salivary gland diseases,HP:0010286,Abnormality of the salivary glands,0.98438960313797
C0036091,Sialolithiasis,sialolithiasis,HP:0000163,Abnormality of the oral cavity,0.7449028491973877
C0033117,Priapism,,HP:0200023,Priapism,1.0
C0153328,Other specified infectious and parasitic diseases, specified infectious and parasitic diseases,HP:0002719,Recurrent infections,0.9807395935058594
C0275982,Enteric campylobacteriosis,enteric campylobacteriosis,HP:0002242,Abnormality of the intestine,0.7948247790336609
C0008677,"Bronchitis, Chronic",,HP:0004469,Chronic bronchitis,1.0
C0158442,Juvenile osteochondrosis of upper extremity,juvenile osteochondrosis of upper extremity,HP:0009810,Abnormality of upper limb joint,0.5583459138870239
C0158441,Slipped upper femoral epiphysis,slipped upper femoral epiphysis,HP:0006461,Proximal femoral epiphysiolysis,0.8569310903549194
C0158447,Idiopathic osteoporosis, osteoporosis,HP:0000939,Osteoporosis,0.9977797865867615
C0158444,"Juvenile osteochondrosis of foot, NOS","juvenile osteochondrosis of foot, nos",HP:0005743,Avascular necrosis of the capital femoral epiphysis,0.8622570037841797
C0156313,Other inflammatory disorders of male genital organs, inflammatory disorders of male genital organs,HP:0000078,Abnormality of the genital system,0.7208868265151978
C0156312,Atrophy of testis,,HP:0000029,Testicular atrophy,1.0
C0156317,Edema of male genital organs,edema of male genital organs,,,1.0
C0027730,Nephrotic syndrome with unspecified pathological lesion in kidney,nephrotic syndrome ,HP:0000100,Nephrotic syndrome,0.9905657172203064
C2712637,Kidney failure following abortion and ectopic and molar pregnancies,kidney failure following abortion and ectopic and molar pregnancies,,,1.0
C0434195,injury of brachial blood vessel,injury of brachial blood vessel,HP:0100545,Arterial stenosis,0.7640283703804016
C0029824,Other specified psychophysiological malfunction, specified psychophysiological malfunction,HP:0000708,Behavioral abnormality,0.773391842842102
C0029823,Other specified peritonitis, specified peritonitis,HP:0002586,Peritonitis,0.515253484249115
C0029821,Other specified periodontal diseases, specified periodontal diseases,,,1.0
C0029291,Psittacosis,psittacosis,HP:0012649,Increased inflammatory response,0.512742280960083
C0034931,Reflex Sympathetic Dystrophy,reflex sympathetic dystrophy,HP:0011804,Abnormality of muscle physiology,0.7361897230148315
C0159790,Fracture of one or more phalanges of hand,fracture of one or more phalanges of hand,HP:0005918,Abnormality of phalanx of finger,0.9281883239746094
C0158555,Coloboma and other anomalies of anterior segment,coloboma and  anomalies of anterior segment,HP:0000589,Coloboma,0.5138843655586243
C0434992,Bucket handle tear of lateral meniscus of knee,bucket handle tear of lateral meniscus of knee,,,1.0
C0032792,Postoperative shock,postoperative shock,HP:0030149,Cardiogenic shock,0.5439355373382568
C0016719,Friedreich Ataxia,friedreich ataxia,,,1.0
C0035220,"Respiratory Distress Syndrome, Newborn","respiratory distress, newborn",HP:0002643,Neonatal respiratory distress,0.9992035031318665
C0009699,Congenital deficiency of other clotting factors,congenital deficiency of  clotting factors,HP:0001928,Abnormality of coagulation,0.9723706841468811
C0031212,Personality Disorders,,HP:0012075,Personality disorder,1.0
C0009691,Congenital cataract,,HP:0000519,Congenital cataract,1.0
C0268512,Disorder of histidine metabolism,disorder of histidine metabolism,HP:0001939,Abnormality of metabolism/homeostasis,0.5318012237548828
C0027343,"Nails, Ingrown",,HP:0012710,Ingrown nail,1.0
C0020428,Hyperaldosteronism,,HP:0000859,Hyperaldosteronism,1.0
C0266916,Localized gingival recession,localized gingival recession,,,1.0
C0392531,Torsion of appendix of testis,torsion of appendix of testis,,,1.0
C0264222,Acute upper respiratory infection,acute respiratory tract infection,HP:0011948,Acute respiratory tract infection,0.9919018149375916
C0260543,Health supervision of infant or child,health supervision of infant or child,HP:0002376,Developmental regression,0.8278517723083496
C0271847,Hyperparathyroidism due to renal insufficiency,hyperparathyroidism due to renal insufficiency,HP:0000083,Renal insufficiency,0.5035853385925293
C0271384,Spontaneous Ocular Nystagmus,spontaneous ocular nystagmus,HP:0012547,Abnormal involuntary eye movements,0.6472597718238831
C0375065,"Malignant neoplasm of connective and other soft tissue of trunk, unspecified","malignant neoplasm of connective and  soft tissue of trunk, ",HP:0011793,Neoplasm by anatomical site,0.5009050965309143
C0154771,Symptomatic inflammatory myopathy associated with another disorder,symptomatic inflammatory myopathy associated ,,,1.0
C0154770,Myopathy in endocrine diseases classified elsewhere,myopathy in endocrine diseases classified elsewhere,,,1.0
C0040428,Tooth Abrasion,tooth abrasion,HP:0000164,Abnormality of the teeth,0.5151950716972351
C0154778,"Myopia, Degenerative","myopia, degenerative",,,1.0
C0474873,Congenital ureterocele,congenital ureterocele,HP:0008676,Congenital megaureter,0.9203033447265625
C0409264,"Unspecified joint disorder, ankle and foot"," joint disorder, ankle and foot",HP:0100491,Abnormality of lower limb joint,0.8479496240615845
C0339951,"Pneumonia, organism unspecified","pneumonia, ",HP:0002090,Pneumonia,0.9968333840370178
C0332544,Abnormal weight gain,abnormal weight gain,HP:0004323,Abnormality of body weight,0.9229987859725952
C0375198,"Meningitis due to gram-negative bacteria, NEC in ICD9CM_2014","meningitis due to gram-negative bacteria,",,,1.0
C0750887,Adrenal Cancer,adrenal cancer,HP:0006744,Adrenocortical carcinoma,0.9936708211898804
C0006849,Oral candidiasis,oral candidiasis,HP:0009098,Chronic oral candidiasis,0.8920645117759705
C0006842,Candidiasis of skin and nails,candidiasis of skin and nails,HP:0002728,Chronic mucocutaneous candidiasis,0.8946502804756165
C0006840,Candidiasis,candidiasis,HP:0002841,Recurrent fungal infections,0.8392069935798645
C0034068,Pulmonary Eosinophilia,pulmonary eosinophilia,HP:0002088,Abnormality of the lung,0.816191554069519
C0021776,Intermittent Explosive Disorder,intermittent explosive disorder,,,1.0
C1176339,extrinsic asthma with acute exacerbation,extrinsic asthma ,HP:0002099,Asthma,0.98949134349823
C0235815,Neonatal urinary tract infection,neonatal urinary tract infection,HP:0000010,Recurrent urinary tract infections,0.9979536533355713
C0162019,Deformity of orbit,deformity of orbit,HP:0000315,Abnormality of the orbital region,0.9545685648918152
C0010676,Cystic fibrosis without mention of meconium ileus,cystic fibrosis ,,,1.0
C0010674,Cystic Fibrosis,cystic fibrosis,,,1.0
C0840764,"Other superficial injury of trunk, level unspecified"," superficial injury of trunk, level ",,,1.0
C0010678,Cysticercosis,cysticercosis,,,1.0
C0155426,Other chronic mucoid otitis media, chronic mucoid otitis media,,,1.0
C0155427,Other and unspecified chronic nonsuppurative otitis media, and  chronic nonsuppurative otitis media,HP:0000389,Chronic otitis media,0.8027573227882385
C0155137,Other corneal disorder, corneal disorder,HP:0000481,Abnormality of the cornea,0.9730848073959351
C0155422,"Chronic serous otitis media, simple or unspecified","chronic serous otitis media, simple or ",,,1.0
C0155423,Other chronic serous otitis media, chronic serous otitis media,HP:0000389,Chronic otitis media,0.7101688385009766
C0155421,Chronic serous otitis media,chronic serous otitis media,HP:0000389,Chronic otitis media,0.7101688385009766
C0155138,Corneal anesthesia and hypoesthesia,corneal anesthesia and hypoesthesia,HP:0012155,Decreased corneal sensation,0.9549573659896851
C0153863,"Other and unspecified malignant neoplasms of lymphoid and histiocytic tissue, lymph nodes of inguinal region and lower limb"," and  malignant neoplasms of lymphoid and histiocytic tissue, lymph nodes of inguinal region and lower limb",,,1.0
C0037268,Skin Abnormalities,,HP:0000951,Abnormality of the skin,1.0
C1456189,Other anomalies of dental arch relationship, anomalies of dental arch relationship,,,1.0
C1456183,reverse articulation,reverse articulation,,,1.0
C0005697,Neurogenic Urinary Bladder,,HP:0000011,Neurogenic bladder,1.0
C0005694,Bladder neck obstruction,bladder neck obstruction,HP:0010936,Abnormality of the lower urinary tract,0.835896372795105
C0848548,hypertensive nephropathy,hypertensive nephropathy,,,1.0
C2712843,Other venous embolism and thrombosis of inferior vena cava, venous embolism and thrombosis of inferior vena cava,HP:0002617,Aneurysm,0.518541157245636
C0006705,Calcium Metabolism Disorders,calcium metabolism disorders,,,1.0
C0281856,Generalized aches and pains,generalized aches and pains,HP:0001939,Abnormality of metabolism/homeostasis,0.5435280203819275
C0013373,Dysfunctions associated with sleep stages or arousal from sleep,dysfunctions associated ,HP:0000707,Abnormality of the nervous system,0.8410497307777405
C0156769,"Other specified complications of pregnancy, antepartum condition or complication"," specified complications of pregnancy, antepartum condition or complication",,,1.0
