cui,cui_name,curated_name,hpo,hpo_name
C0158984,Hypocalcemia AND/OR hypomagnesemia of newborn,hypocalcemia and/or hypomagnesemia of newborn,,
C0155465,Attic perforation of tympanic membrane,attic perforation of tympanic membrane,,
C0021193,Indeterminate sex and pseudohermaphroditism,indeterminate sex and pseudohermaphroditism,,
C0019693,HIV Infections,hiv infections,,
C0025037,Meckel Diverticulum,,HP:0002245,Meckel diverticulum
C0273099,"Extradural hemorrhage following injury without mention of open intracranial wound, unspecified state of consciousness",extradural hemorrhage following injury ,,
C0005656,Bite of other animal except arthropod,bite of  animal except arthropod,,
C0263841,Hemarthrosis of the ankle and/or foot,hemarthrosis of the ankle and/or foot,,
C0025295,"Meningitis, Pneumococcal","meningitis, pneumococcal",,
C0025294,Meningococcal meningitis,meningococcal meningitis,,
C0025297,Viral meningitis,viral meningitis,,
C0236140,ECG abnormalities non-specific,ecg abnormalities non-specific,,
C0158812,Cocaine affecting fetus or newborn via placenta or breast milk,cocaine affecting fetus or newborn via placenta or breast milk,,
C0152441,Madelung Deformity,,HP:0003067,Madelung deformity
C0152443,Urethral diverticulum,,HP:0008722,Urethral diverticulum
C0158813,Other noxious influences affecting fetus or newborn via placenta or breast milk, noxious influences affecting fetus or newborn via placenta or breast milk,,
C0152444,Hydrorhachis,,HP:0100565,Hydromyelia
C0152115,Lingual-Facial-Buccal Dyskinesia,,HP:0002310,Orofacial dyskinesia
C0395888,Tympanosclerosis involving tympanic membrane only,tympanosclerosis involving tympanic membrane only,,
C0153532,Malignant melanoma of skin of other and unspecified parts of face,malignant melanoma of skin of  and  parts of face,,
C0158816,Fetal or neonatal effect of maternal complication of pregnancy,fetal or neonatal effect of maternal complication of pregnancy,,
C0040261,Onychomycosis,,HP:0012203,Onychomycosis
C0040262,Tinea Versicolor,tinea versicolor,,
C0395887,Tympanosclerosis,tympanosclerosis,,
C0728864,Malignant neoplasm of nasal cavity,malignant neoplasm of nasal cavity,,
C0155829,Enlargement of tonsil or adenoid,enlargement of tonsil or adenoid,,
C0042170,Uveomeningoencephalitic Syndrome,uveomeningoencephalitic syndrome,,
C0340712,"Phlebitis and thrombophlebitis of lower extremities, unspecified","phlebitis and thrombophlebitis of lower extremities, ",,
C0022568,Keratitis,,HP:0000491,Keratitis
C0687718,Unspecified chronic liver disease without mention of alcohol, chronic liver disease ,,
C0687719,Autoimmune disease NEC in ICD9CM,autoimmune disease,,
C0348483,Other disorders of aromatic amino-acid metabolism, disorders of aromatic amino-acid metabolism,,
C0733455,Other dissociated deviation of eye movements, dissociated deviation of eye movements,,
C0232498,Abdominal tenderness,abdominal tenderness,,
C0013338,Pituitary dwarfism,,HP:0000839,Pituitary dwarfism
C0263690,Pyogenic arthritis of multiple sites,pyogenic arthritis of multiple sites,,
C0232493,Epigastric pain,epigastric pain,,
C0158618,Congenital stenosis of mitral valve,,HP:0011570,Congenital mitral stenosis
C0158619,Congenital insufficiency of mitral valve,insufficiency of mitral valve,,
C0158611,Other congenital anomalies of heart, congenital anomalies of heart,,
C0158616,Congenital tricuspid atresia and stenosis,congenital tricuspid atresia and stenosis,,
C0158617,Congenital insufficiency of aortic valve,congenital insufficiency of aortic valve,,
C0151970,Ulcer of esophagus,,HP:0004791,Esophageal ulceration
C0151971,Primary ulcer of intestine,primary ulcer of intestine,,
C0160362,Injury to rectum without open wound into cavity,injury to rectum ,,
C2712996,Acute venous embolism and thrombosis of other specified veins,acute venous embolism and thrombosis of  specified veins,,
C0700510,Obstructed diaphragmatic hernia,obstructed diaphragmatic hernia,,
C0490011,Other convulsions, convulsions,,
C0490010,Other congenital malformations of abdominal wall, congenital malformations of abdominal wall,,
C0029659,Other lymphedema, lymphedema,,
C0029658,Other lordosis (acquired), lordosis (acquired),,
C0153977,Other benign neoplasm of connective and other soft tissue of thorax, benign neoplasm of connective and  soft tissue of thorax,,
C0029657,Other localized visual field defect, localized visual field defect,,
C0029650,Other keratoconjunctivitis, keratoconjunctivitis,,
C0029653,Other kyphosis (acquired), kyphosis (acquired),,
C0029652,Other kyphoscoliosis and scoliosis, kyphoscoliosis and scoliosis,,
C0160818,"Superficial injury of face, neck, and scalp except eye","superficial injury of face, neck, and scalp except eye",,
C0477355,Extrapyramidal and movement disorders,extrapyramidal and movement disorders,,
C0868739,"Disorders of impulse control, NEC in ICD9CM_2014","disorders of impulse control,",,
C0016124,Finger Injuries,finger injuries,,
C0007294,Genetic Carriers,genetic carriers,,
C0031572,"Phobia, Social","phobia, social",,
C0029633,Other histrionic personality disorder, histrionic personality disorder,,
C0029632,Other hemoglobinopathies, hemoglobinopathies,,
C0268613,Disorder of sulfur-bearing amino acid metabolism,disorder of sulfur-bearing amino acid metabolism,,
C0375120,"Diabetes with ketoacidosis, type I [juvenile type], uncontrolled",diabetes ,,
C0154616,Shyness disorder of childhood,shyness disorder of ,,
C0154614,Misery and unhappiness disorder specific to childhood and adolescence,misery and unhappiness disorder ,,
C0154615,"Sensitivity, shyness, and social withdrawal disorder specific to childhood and adolescence","sensitivity, shyness, and social withdrawal disorder ",,
C0154613,Disturbance of emotions specific to childhood and adolescence,disturbance of emotions ,,
C0154618,Childhood and adolescent relationship problem, and adolescent relationship problem,,
C0431943,"Lower Extremity Deformities, Congenital","lower extremity deformities, congenital",,
C0236791,Childhood disintegrative disorder, disintegrative disorder,,
C0236794,Panic disorder without agoraphobia,panic disorder ,,
C0476247,Symptom of head and neck region,symptom of head and neck region,,
C0477973,Spina bifida with hydrocephalus,spina bifida ,,
C0477972,Other specified congenital malformations of brain,phenotypic abnormality of brain,,
C0477976,Other specified congenital malformations of nervous system,phenotypic abnormality of nervous system,,
C0477975,Other specified congenital malformations of spinal cord,phenotypic abnormality of spinal cord,,
C0154761,Polyneuropathy in other diseases classified elsewhere,polyneuropathy in  diseases classified elsewhere,,
C0268800,Simple renal cyst,simple renal cyst,,
C0030196,Pain in limb,,HP:0009763,Limb pain
C0030197,pain in or around eyes,pain in or around eyes,,
C0154478,"Opioid type dependence, continuous use","opioid type dependence, continuous use",,
C0270458,Severe major depression with psychotic features,severe major depression ,,
C0270742,Athetoid cerebral palsy,,HP:0011445,Athetoid cerebral palsy
C0036349,Paranoid Schizophrenia,paranoid schizophrenia,,
C0339611,Monofixation syndrome,monofixation syndrome,,
C0042870,Vitamin D Deficiency,,HP:0100512,Vitamin D deficiency
C0036341,Schizophrenia,,HP:0100753,Schizophrenia
C0010200,Coughing,,HP:0012735,Cough
C0162429,Malnutrition,,HP:0004395,Malnutrition
C0021051,Immunologic Deficiency Syndromes,,HP:0002721,Immunodeficiency
C0162423,Miliaria Rubra,miliaria rubra,,
C0155879,Extrinsic asthma with status asthmaticus,extrinsic asthma ,,
C0155878,Extrinsic asthma without mention of status asthmaticus,extrinsic asthma ,,
C0155871,Influenza with non-respiratory manifestation,influenza ,,
C0155870,Pneumonia and influenza,pneumonia and influenza,,
C0155873,Mucopurulent chronic bronchitis,mucopurulent chronic bronchitis,,
C0155872,Catarrhal bronchitis,catarrhal bronchitis,,
C0155875,Obstructive chronic bronchitis without exacerbation,obstructive chronic bronchitis ,,
C0155877,Allergic asthma,allergic asthma,,
C0004245,Atrioventricular Block,,HP:0001678,Atrioventricular block
C0038379,Strabismus,,HP:0000486,Strabismus
C0019209,Hepatomegaly,,HP:0002240,Hepatomegaly
C1279296,Chronic leukemia (category),,HP:0005558,Chronic leukemia
C0156112,"Recurrent bilateral inguinal hernia, without mention of obstruction or gangrene","recurrent bilateral inguinal hernia, ",,
C0156111,"Bilateral inguinal hernia, without mention of obstruction or gangrene","bilateral inguinal hernia, ",,
C0156110,"Inguinal hernia, without mention of obstruction or gangrene, unilateral or unspecified, recurrent","inguinal hernia, ",,
C0155708,Other specified conduction disorders, specified conduction disorders,,
C1318533,Secondary polycythemia,secondary polycythemia,,
C0155703,Other left bundle branch block, left bundle branch block,,
C0155702,Left bundle branch hemiblock,left bundle branch hemiblock,,
C0155700,Mobitz type II atrioventricular block,,HP:0011708,Mobitz II atrioventricular block
C0158420,"Other infections involving bone in diseases classified elsewhere, shoulder region"," infections involving bone in diseases classified elsewhere, shoulder region",,
C0159824,"Fracture of intertrochanteric section of femur, closed","fracture of intertrochanteric section of femur, closed",,
C0158428,"Other infections involving bone in diseases classified elsewhere, multiple sites"," infections involving bone in diseases classified elsewhere, multiple sites",,
C0159821,Other open transcervical fracture of neck of femur, open transcervical fracture of neck of femur,,
C0240295,Mandibular hypoplasia,mandibular hypoplasia,,
C0004692,Balantidiasis,balantidiasis,,
C0019069,Hemophilia A,hemophilia a,,
C0019064,Hemopericardium,,HP:0011851,Hemopericardium
C0019066,Nontraumatic hemoperitoneum,nontraumatic hemoperitoneum,,
C0019061,Hemolytic-Uremic Syndrome,,HP:0005575,Hemolytic-uremic syndrome
C0451639,Other diseases of blood and blood-forming organs, diseases of blood and blood-forming organs,,
C0036508,Seborrheic dermatitis,,HP:0001051,Seborrheic dermatitis
C0549117,Frontal lobe syndrome,frontal lobe syndrome,,
C1258666,Myxoid cyst,myxoid cyst,,
C1135254,Fussy infant (baby),fussy infant (baby),,
C1135253,bacteremia of newborn,bacteremia of newborn,,
C1135251,Septicemia [sepsis] of newborn,septicemia [sepsis] of newborn,,
C0376111,Unspecified diseases of conjunctiva due to viruses, diseases of conjunctiva due to viruses,,
C0376115,"Cardiac septal defect, sequela of myocardial infarction","cardiac septal defect, sequela of myocardial infarction",,
C0013473,Eating Disorders,eating disorders,,
C0153706,Lymphosarcoma of intra-abdominal lymph nodes,lymphosarcoma of intra-abdominal lymph nodes,,
C0153708,Lymphosarcoma of lymph nodes of inguinal region and lower limb,lymphosarcoma of lymph nodes of inguinal region and lower limb,,
C0040034,Thrombocytopenia,,HP:0001873,Thrombocytopenia
C0016807,Functional disorder of intestine,functional disorder of intestine,,
C0016808,Functional disorders of polymorphonuclear neutrophils,functional disorders of polymorphonuclear neutrophils,,
C0040038,Thromboembolism,,HP:0001907,Thromboembolism
C2931161,Immunoglobulin a deficiency 1,immunoglobulin a deficiency 1,,
C0042961,Intestinal Volvulus,,HP:0002580,Volvulus
C0476391,Echoencephalogram abnormal,echoencephalogram abnormal,,
C1561794,Aspiration of clear amniotic fluid without respiratory symptoms,aspiration of clear amniotic fluid ,,
C1561792,Meconium aspiration without respiratory symptoms,meconium aspiration ,,
C0392558,"Better eye: near total visual impairment, Lesser eye: total visual impairment","better eye: near total visual impairment, lesser eye: total visual impairment",,
C0433039,"Insect bite, nonvenomous, of foot and toe(s), without mention of infection","insect bite, nonvenomous, of foot and toe(s), ",,
C0392550,"Hemiplegia, Infantile","hemiplegia, ",,
C0392553,Hereditary peripheral neuropathy,hereditary peripheral neuropathy,,
C0332691,Scalding injury,scalding injury,,
C0268799,Acquired renal cystic disease,acquired renal cystic disease,,
C0345380,Congenital anomaly of sternocleidomastoid muscle,congenital anomaly of sternocleidomastoid muscle,,
C0034888,Rectal Prolapse,,HP:0002035,Rectal prolapse
C0034880,Hyperacusis,,HP:0010780,Hyperacusis
C0154287,Iron deficiency anemia secondary to inadequate dietary iron intake,iron deficiency anemia secondary to inadequate dietary iron intake,,
C0154286,Iron deficiency anemia secondary to chronic blood loss,iron deficiency anemia secondary to chronic blood loss,,
C0154282,Other deficiency of cell-mediated immunity, deficiency of cell-mediated immunity,,
C0154289,Other vitamin B12 deficiency anemias, vitamin b12 deficiency anemias,,
